0 3174
1 3183.75
2 3191.05
3 3200.5
4 3207.8
5 3217.25
6 3224.55
7 3234
8 3241.3
9 3250.75
10 3258.05
11 3268.55
12 3276.95
13 3287.45
14 3295.85
15 3306.35
16 3314.75
17 3325.25
18 3333.65
19 3344.15
20 3352.55
21 3364.45
22 3375.15
23 3387.05
24 3397.75
25 3409.65
26 3420.35
27 3432.25
28 3442.95
29 3454.85
