0 3208.8
1 3216.3
2 3230.6
3 3238.1
4 3252.4
5 3259.9
6 3274.2
7 3281.7
8 3296
9 3303.5
10 3318.6
11 3327.3
12 3342.4
13 3351.1
14 3366.2
15 3374.9
16 3390
17 3398.7
18 3413.8
19 3422.5
20 3439
21 3449.7
22 3466.2
23 3476.9
24 3493.4
25 3504.1
26 3520.6
27 3531.3
